"Name","Active","Date","Operator","Description","href","Type","Fields","Pools","Order_Num","Order_Amendment","Order_Amendment_Num","Pool_Count_0","Pool_Count","Oil_Pool_Count","Gas_Pool_Count","Field_Count_0","Field_Count","Start_Page","Stop_Page"
"AIO 2 B .010","FALSE","2006-06-21","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KYU 2U-07A for continued water injection into well. Cancelled on 2006-07-28.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.010%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","10",FALSE,1,1,0,FALSE,1,104,2265
"AIO 2 B .011","TRUE","2006-06-27","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 1A-04A.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.011%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","11",FALSE,1,1,0,FALSE,1,120,2265
"AIO 2 B .012","TRUE","2006-06-27","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3R-25.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.012%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","12",FALSE,1,1,0,FALSE,1,129,2265
"AIO 2 B .013","TRUE","2006-06-27","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3K-22A.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.013%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","13",FALSE,1,1,0,FALSE,1,134,2265
"AIO 2 B .014","FALSE","2006-08-02","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to allow continued water injection in service well KRU 2G-03.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.014%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","14",FALSE,1,1,0,FALSE,1,139,2265
"AIO 2 B .015","FALSE","2006-09-12","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to allow continued water injection KRU 1Y-05. Cancelled on 2008-10-21.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.015%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","15",FALSE,1,1,0,FALSE,1,149,2265
"AIO 2 B .016","TRUE","2007-10-17","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in 2K-03.  Amended the MIT anniversary date and CPAI shall perform an MIT-IA every 2 years to the maximum anticipated injection pressure. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.016%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","16",FALSE,1,1,0,FALSE,1,166,2265
"AIO 2 B .017","TRUE","2007-10-17","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in 2K-10.  Amended the MIT anniversary date and CPAI shall perform an MIT-IA every 2 years to the maximum anticipated injection pressure. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.017%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","17",FALSE,1,1,0,FALSE,1,170,2265
"AIO 2 B .018","FALSE","2007-10-17","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in 1F-16A. Cancelled on 2009-01-05.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.018%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","18",FALSE,1,1,0,FALSE,1,174,2265
"AIO 2 B .019","TRUE","2007-10-22","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into the KRU 3Q-05.  Amended the MIT anniversary date and CPAI shall perform an MIT-IA every 2 years to the maximum anticipated injection pressure. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.019%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","19",FALSE,1,1,0,FALSE,1,184,2265
"AIO 2 B .020","FALSE","2007-11-01","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 1C-15. Cancelled on 2009-05-05.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.020%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","20",FALSE,1,1,0,FALSE,1,188,2265
"AIO 2 B .021","FALSE","2007-11-05","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 3B-01.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.021%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","21",FALSE,1,1,0,FALSE,1,199,2265
"AIO 2 B .022","FALSE","2007-11-19","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 3A-11.    Amended 11-1-10. Cancelled on 2014-10-16.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.022%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","22",FALSE,1,1,0,FALSE,1,203,2265
"AIO 2 B .023","FALSE","2007-12-05","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in KRU 3O-14. Cancelled on 2008-12-12.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.023%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","23",FALSE,1,1,0,FALSE,1,216,2265
"AIO 2 B .024","FALSE","2007-12-24","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Approval to continue water injection into KRU 3N-11. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.024%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","24",FALSE,1,1,0,FALSE,1,223,2265
"AIO 2 B .025","FALSE","2008-01-24","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3N-08A.    Amended 11-1-10. Cancelled on 2014-10-23.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.025%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","25",FALSE,1,1,0,FALSE,1,231,2265
"AIO 2 B .026","FALSE","2008-02-26","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3A-14.    Amended 11-1-10. Cancelled on 2013-07-17.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.026%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","26",FALSE,1,1,0,FALSE,1,245,2265
"AIO 2 B .027","TRUE","2008-03-20","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 30-12.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.027%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","27",FALSE,1,1,0,FALSE,1,261,2265
"AIO 2 B .028","FALSE","2008-04-09","BP Exploration (Alaska) Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3S-09.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.028%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","28",FALSE,1,1,0,FALSE,1,270,2265
"AIO 2 B .029","FALSE","2008-04-10","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 3N-04. Amended 11-1-10. Cancelled on 2014-12-19.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.029%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","29",FALSE,1,1,0,FALSE,1,278,2265
"AIO 2 B .030","TRUE","2008-04-21","BP Exploration (Alaska) Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 2G-10.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.030%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","30",FALSE,1,1,0,FALSE,1,291,2265
"AIO 2 B .031","FALSE","2008-05-16","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 2B-08.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.031%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","31",FALSE,1,1,0,FALSE,1,295,2265
"AIO 2 B .032","FALSE","2008-06-09","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into PBU KRU 2U-04. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.032%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","32",FALSE,1,1,0,FALSE,1,302,2265
"AIO 2 B .033","TRUE","2008-06-19","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 3O-10.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2b.033%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20b%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","33",FALSE,1,1,0,FALSE,1,309,2265
"AIO 2 B .034","FALSE","2008-07-24","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue to inject water into KRU 3N-12.    Amended 11-1-10. Cancelled on 2014-09-02.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.034%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","34",FALSE,1,1,0,FALSE,1,314,2265
"AIO 2 B .035","TRUE","2008-07-30","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 1G-01.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.035%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","35",FALSE,1,1,0,FALSE,1,327,2265
"AIO 2 B .036","FALSE","2008-08-25","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in KRU 1C-10. Amended on 2013-07-29.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.036%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","36",FALSE,1,1,0,FALSE,1,332,2265
"AIO 2 B .037","TRUE","2008-09-30","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 2D-04 for continued water injection into well.    Amended 11-1-10.  Amended the MIT anniversary date. CANCELLED: AIO 2B.037, dated 1-11-22. Cancelled on 2022-01-11.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.037%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","37",FALSE,1,1,0,FALSE,1,349,2265
"AIO 2 B .038","FALSE","2008-11-06","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection in KRU 3N-13.  Amended on 2/17/2009. Amended on 2010-11-01.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.038%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","38",FALSE,1,1,0,FALSE,1,358,2265
"AIO 2 B .039","TRUE","2009-01-15","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 2F-13.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.039%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","39",FALSE,1,1,0,FALSE,1,377,2265
"AIO 2 B .040","FALSE","2009-01-20","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 2U-11. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.040%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","40",FALSE,1,1,0,FALSE,1,381,2265
"AIO 2 B .041","FALSE","2009-03-11","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Authorization to continue water injection into KRU 1Y-10. Cancelled on 2015-02-10.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.041%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","41",FALSE,1,1,0,FALSE,1,388,2265
"AIO 2 B .042","TRUE","2009-05-28","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water alternating gas injection with shortened gas injection cycles into KRU 3Q-15.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.042%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","42",FALSE,1,1,0,FALSE,1,397,2265
"AIO 2 B .043","FALSE","2009-05-29","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 2E-12. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2b.043%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20b%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","43",FALSE,1,1,0,FALSE,1,401,2265
"AIO 2 B .044","TRUE","2012-11-26","ConocoPhillips Alaska, Inc.","WEST SAK OIL POOL:  Administrative Approval authorizing extension to 5/23/13 of the West Sak VRWAG Project. Authorization for CPAI to conduct a pilot VRWAG project.  Second Amendment order on 8/15/13.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.044%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","WEST SAK OIL","2","B","44",FALSE,1,1,0,FALSE,1,411,2265
"AIO 2 B .045","FALSE","2009-12-02","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Continue water injection into KRU 2X-06.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.045%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","45",FALSE,1,1,0,FALSE,1,430,2265
"AIO 2 B .046","FALSE","2010-02-02","ConocoPhillips Alaska, Inc.","Administrative Approval KRU 2N-325. Cancelled on 2010-02-03.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.046%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","TARN OIL","2","B","46",FALSE,1,1,0,FALSE,1,438,2265
"AIO 2 B .047","FALSE","2010-03-22","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 2K-18. Amended on 2010-12-13.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.047%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","47",FALSE,1,1,0,FALSE,1,445,2265
"AIO 2 B .048","TRUE","2010-04-15","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 2K-12.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.048%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","48",FALSE,1,1,0,FALSE,1,457,2265
"AIO 2 B .049","TRUE","2010-06-09","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Approval to continue water injection into KRU 1A-12.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.049%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","49",FALSE,1,1,0,FALSE,1,461,2265
"AIO 2 B .050","FALSE","2010-06-09","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Approval to continue water injection into KRU 2A-03. Cancelled on 2014-12-03.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.050%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","50",FALSE,1,1,0,FALSE,1,465,2265
"AIO 2 B .051","TRUE","2010-06-09","ConocoPhillips Company","KUPARUK RIVER OIL POOL: Approval to continue water injection into KRU 1Y-09.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.051%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","51",FALSE,1,1,0,FALSE,1,474,2265
"AIO 2 B .052","TRUE","2010-08-16","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to continue water injection into KRU 2D-02. Amended 12/13/10.   Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.052%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","52",FALSE,1,1,0,FALSE,1,478,2265
"AIO 2 B .053","FALSE","2010-08-31","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval KRU 2D-14.  Amended 12/13/2010. Cancelled on 2011-09-22.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.053%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","53",FALSE,1,1,0,FALSE,1,486,2265
"AIO 2 B .054","TRUE","2010-10-01","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 1L-05. Amended on 2010-10-22.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.054%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","54",FALSE,1,1,0,FALSE,1,498,2265
"AIO 2 B .055","TRUE","2010-10-01","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 2V-05.  Amended 10/22/10.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.055%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","55",FALSE,1,1,0,FALSE,1,504,2265
"AIO 2 B .056","TRUE","2010-10-01","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 1Y-08.  Amended 10/22/10.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.056%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","56",FALSE,1,1,0,FALSE,1,510,2265
"AIO 2 B .057","TRUE","2010-10-27","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative Approval to inject water into 3N-16.  Amended the MIT anniversary date. Amended on 2017-03-30.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.057%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","57",FALSE,1,1,0,FALSE,1,516,2265
"AIO 2 B .058","FALSE","2010-11-02","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Administrative approval to continue water injection into KRU 1Q-11.  Revised 2/9/11. Cancelled on 2011-07-20.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.058%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","58",FALSE,1,1,0,FALSE,1,520,2265
"AIO 2 B .059","FALSE","2010-11-19","ConocoPhillips Alaska, Inc.","KUPARUK RIVER OIL POOL: Continue water injection into KRU 2T-02. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO2B.059%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20002%20B%22}","AIO","KUPARUK RIVER","KUPARUK RIVER OIL","2","B","59",FALSE,1,1,0,FALSE,1,537,2265
